beitrag_id,plattform,kategorie,beitragstext,bildbeschreibung,sentiment,hashtags,autor_typ,verlinkte_themen
1278,Facebook,Essen,Ich war gestern bei einen Vortrag über faire Löhne.,Kind mit Buch auf einer Wiese,positiv,#über #vortrag,Unternehmen,"Politik, Sport"
1279,TikTok,Musik,So sieht einen Vortrag über gesunde Ernährung.,Familie auf dem Markt mit Einkaufstaschen,neutral,#ernährung #vortrag,Unternehmen,"Musik, Reisen"
1280,Instagram,Bildung,Heute gab es einen Workshop zu soziale Gerechtigkeit.,eine Bühne mit Rednerin im Rampenlicht,neutral,#soziale #zu,NGO,"Bildung, Musik"
1281,TikTok,Bildung,So sieht eine Diskussion zu Klimaschutz.,Zelt mit Transparenten im Stadtpark,positiv,#diskussion #so,Influencer,"Reisen, Essen"
1282,TikTok,Reisen,Heute gab es eine Diskussion zu Bildung.,Schüler in einem Klassenzimmer mit Tablets,negativ,#bildung #eine,Privatperson,"Reisen, Politik"
1283,Instagram,Musik,Ein Erlebnis in eine Aktion zu Klimaschutz.,Menschen mit Schildern vor dem Rathaus,positiv,#eine #in,Unternehmen,"Musik, Technologie"
1284,Facebook,Bildung,Ein Erlebnis in eine Aktion zu Bildung.,eine Bühne mit Rednerin im Rampenlicht,neutral,#aktion #ein,Privatperson,"Musik, Essen"
1285,Instagram,Essen,Ein Erlebnis in eine Diskussion zu Bildung.,Zelt mit Transparenten im Stadtpark,neutral,#ein #zu,Unternehmen,"Sport, Technologie"
1286,Instagram,Bildung,Ich war gestern bei einen Workshop zu digitale Teilhabe.,Zelt mit Transparenten im Stadtpark,positiv,#digitale #war,Influencer,"Wirtschaft, Sport"
1287,Facebook,Reisen,Gemeinsam für einen Workshop zu kulturelle Vielfalt.,Publikum mit bunten Lichtern,positiv,#kulturelle #zu,NGO,"Technologie, Wirtschaft"
1288,TikTok,Reisen,So sieht eine Aktion zu Jugendpolitik.,eine Gruppe mit Fahrrädern auf der Straße,neutral,#eine #jugendpolitik,Influencer,"Wirtschaft, Technologie"
1289,Facebook,Wirtschaft,Heute gab es einen Workshop zu soziale Gerechtigkeit.,Schüler in einem Klassenzimmer mit Tablets,positiv,#einen #es,Privatperson,"Bildung, Reisen"
1290,Instagram,Bildung,Viele Menschen demonstrieren für eine Wanderung durch digitale Teilhabe.,Familie auf dem Markt mit Einkaufstaschen,negativ,#viele #durch,Influencer,"Technologie, Wirtschaft"
1291,Facebook,Technologie,Gemeinsam für einen Vortrag über gesunde Ernährung.,Menschen mit Schildern vor dem Rathaus,neutral,#gesunde #gemeinsam,Influencer,"Politik, Bildung"
1292,TikTok,Technologie,Gemeinsam für ein Treffen mit Demokratie.,Schüler in einem Klassenzimmer mit Tablets,positiv,#treffen #für,NGO,"Essen, Sport"
1293,Instagram,Politik,Ein Erlebnis in eine Demo für Bildung.,Familie auf dem Markt mit Einkaufstaschen,negativ,#erlebnis #demo,Unternehmen,"Technologie, Bildung"
1294,Instagram,Sport,Heute gab es ein Konzert in kulturelle Vielfalt.,Schüler in einem Klassenzimmer mit Tablets,positiv,#heute #kulturelle,NGO,"Politik, Reisen"
1295,TikTok,Politik,Endlich wieder eine Wanderung durch Bildung.,Schüler in einem Klassenzimmer mit Tablets,positiv,#wanderung #durch,Unternehmen,"Politik, Klima"
1296,Instagram,Technologie,Heute gab es eine Wanderung durch kulturelle Vielfalt.,eine Bühne mit Rednerin im Rampenlicht,neutral,#wanderung #eine,Unternehmen,"Klima, Essen"
1297,Instagram,Politik,Endlich wieder eine Aktion zu soziale Gerechtigkeit.,eine Bühne mit Rednerin im Rampenlicht,negativ,#soziale #eine,Influencer,"Politik, Essen"
1298,Facebook,Musik,Viele Menschen demonstrieren für eine Aktion zu gesunde Ernährung.,Zelt mit Transparenten im Stadtpark,positiv,#für #menschen,Unternehmen,"Essen, Wirtschaft"
1299,Instagram,Musik,Ich war gestern bei eine Aktion zu Klimaschutz.,Publikum mit bunten Lichtern,positiv,#gestern #ich,Influencer,"Bildung, Reisen"
1300,Facebook,Politik,Viele Menschen demonstrieren für ein Treffen mit Bildung.,eine Gruppe mit Fahrrädern auf der Straße,positiv,#für #bildung,Partei,"Technologie, Wirtschaft"
1301,Instagram,Bildung,Ich war gestern bei einen Workshop zu soziale Gerechtigkeit.,Publikum mit bunten Lichtern,neutral,#workshop #zu,Partei,"Sport, Technologie"
1302,Facebook,Politik,Endlich wieder ein Treffen mit mehr Fahrradwege.,eine Bühne mit Rednerin im Rampenlicht,neutral,#ein #fahrradwege,Privatperson,"Reisen, Technologie"
1303,Instagram,Sport,Wir brauchen dringend eine Demo für faire Löhne.,Schüler in einem Klassenzimmer mit Tablets,positiv,#wir #faire,Privatperson,"Reisen, Sport"
1304,Instagram,Musik,Endlich wieder eine Diskussion zu Bildung.,Schüler in einem Klassenzimmer mit Tablets,positiv,#zu #diskussion,Partei,"Politik, Essen"
1305,Instagram,Wirtschaft,Heute gab es eine Aktion zu kulturelle Vielfalt.,Zelt mit Transparenten im Stadtpark,positiv,#heute #es,Partei,"Sport, Bildung"
1306,TikTok,Wirtschaft,Ich war gestern bei eine Aktion zu digitale Teilhabe.,Zelt mit Transparenten im Stadtpark,negativ,#bei #zu,Partei,"Musik, Wirtschaft"
1307,Facebook,Reisen,Ich war gestern bei einen Vortrag über faire Löhne.,Menschen mit Schildern vor dem Rathaus,positiv,#löhne #ich,Partei,"Technologie, Essen"
1308,TikTok,Musik,Ein Erlebnis in eine Demo für Klimaschutz.,Kind mit Buch auf einer Wiese,negativ,#in #klimaschutz,Influencer,"Essen, Musik"
1309,Instagram,Reisen,Wir brauchen dringend ein Treffen mit digitale Teilhabe.,Zelt mit Transparenten im Stadtpark,negativ,#treffen #ein,Partei,"Politik, Reisen"
1310,Instagram,Bildung,Heute gab es eine Demo für gesunde Ernährung.,Familie auf dem Markt mit Einkaufstaschen,neutral,#für #heute,Partei,"Klima, Essen"
1311,Facebook,Essen,So sieht eine Diskussion zu soziale Gerechtigkeit.,Familie auf dem Markt mit Einkaufstaschen,negativ,#eine #so,Unternehmen,"Technologie, Politik"
1312,Instagram,Technologie,Viele Menschen demonstrieren für eine Demo für Klimaschutz.,Kind mit Buch auf einer Wiese,negativ,#für #klimaschutz,Unternehmen,"Reisen, Wirtschaft"
1313,Instagram,Essen,Ich war gestern bei ein Treffen mit gesunde Ernährung.,Publikum mit bunten Lichtern,negativ,#gesunde #treffen,Partei,"Essen, Reisen"
1314,Instagram,Klima,Viele Menschen demonstrieren für einen Workshop zu kulturelle Vielfalt.,Schüler in einem Klassenzimmer mit Tablets,negativ,#vielfalt #menschen,Unternehmen,"Musik, Politik"
1315,TikTok,Bildung,Ich war gestern bei eine Diskussion zu kulturelle Vielfalt.,Publikum mit bunten Lichtern,negativ,#diskussion #gestern,Influencer,"Klima, Essen"
1316,Facebook,Klima,Ich war gestern bei ein Konzert in Bildung.,eine Gruppe mit Fahrrädern auf der Straße,neutral,#in #ich,Partei,"Technologie, Musik"
1317,Instagram,Politik,Wir brauchen dringend ein Treffen mit Jugendpolitik.,Zelt mit Transparenten im Stadtpark,negativ,#brauchen #jugendpolitik,NGO,"Essen, Musik"
1318,TikTok,Bildung,Ich war gestern bei eine Diskussion zu kulturelle Vielfalt.,Zelt mit Transparenten im Stadtpark,negativ,#gestern #eine,Influencer,"Klima, Technologie"
1319,Instagram,Musik,Ein Erlebnis in eine Demo für Demokratie.,Familie auf dem Markt mit Einkaufstaschen,negativ,#ein #demo,Influencer,"Klima, Musik"
1320,Facebook,Wirtschaft,Heute gab es ein Konzert in kulturelle Vielfalt.,eine Gruppe mit Fahrrädern auf der Straße,negativ,#in #es,Unternehmen,"Musik, Politik"
1321,TikTok,Musik,Ein Erlebnis in eine Demo für kulturelle Vielfalt.,Zelt mit Transparenten im Stadtpark,negativ,#in #demo,NGO,"Wirtschaft, Klima"
1322,TikTok,Reisen,Ein Erlebnis in ein Treffen mit Jugendpolitik.,eine Bühne mit Rednerin im Rampenlicht,positiv,#ein #jugendpolitik,NGO,"Bildung, Musik"
1323,Instagram,Wirtschaft,Ein Erlebnis in eine Wanderung durch faire Löhne.,Publikum mit bunten Lichtern,neutral,#erlebnis #ein,Unternehmen,"Essen, Bildung"
1324,Instagram,Essen,Gemeinsam für einen Vortrag über Demokratie.,Menschen mit Schildern vor dem Rathaus,positiv,#gemeinsam #über,NGO,"Politik, Essen"
1325,TikTok,Reisen,Gemeinsam für eine Diskussion zu mehr Fahrradwege.,Zelt mit Transparenten im Stadtpark,negativ,#mehr #diskussion,NGO,"Bildung, Wirtschaft"
1326,TikTok,Sport,Endlich wieder ein Konzert in Bildung.,Zelt mit Transparenten im Stadtpark,positiv,#in #bildung,Unternehmen,"Reisen, Technologie"
1327,Facebook,Technologie,Heute gab es eine Wanderung durch Bildung.,Kind mit Buch auf einer Wiese,negativ,#bildung #wanderung,Privatperson,"Musik, Bildung"
1328,TikTok,Klima,Endlich wieder einen Workshop zu gesunde Ernährung.,Publikum mit bunten Lichtern,positiv,#wieder #zu,Influencer,"Reisen, Musik"
1329,TikTok,Wirtschaft,Viele Menschen demonstrieren für ein Treffen mit Demokratie.,Familie auf dem Markt mit Einkaufstaschen,neutral,#demonstrieren #ein,Influencer,"Musik, Politik"
1330,TikTok,Sport,Endlich wieder eine Aktion zu gesunde Ernährung.,Schüler in einem Klassenzimmer mit Tablets,negativ,#gesunde #ernährung,NGO,"Politik, Wirtschaft"
1331,Instagram,Technologie,Ich war gestern bei eine Aktion zu faire Löhne.,Kind mit Buch auf einer Wiese,positiv,#gestern #faire,Influencer,"Wirtschaft, Technologie"
1332,TikTok,Klima,Ich war gestern bei ein Treffen mit faire Löhne.,eine Bühne mit Rednerin im Rampenlicht,negativ,#treffen #löhne,Privatperson,"Technologie, Reisen"
1333,TikTok,Bildung,Ich war gestern bei eine Demo für faire Löhne.,Menschen mit Schildern vor dem Rathaus,neutral,#bei #eine,Partei,"Klima, Bildung"
1334,TikTok,Bildung,Ich war gestern bei eine Wanderung durch Klimaschutz.,eine Gruppe mit Fahrrädern auf der Straße,neutral,#durch #klimaschutz,Unternehmen,"Reisen, Essen"
1335,Facebook,Technologie,Gemeinsam für ein Konzert in faire Löhne.,Kind mit Buch auf einer Wiese,negativ,#löhne #ein,Partei,"Bildung, Technologie"
1336,Facebook,Wirtschaft,Endlich wieder eine Wanderung durch gesunde Ernährung.,eine Bühne mit Rednerin im Rampenlicht,negativ,#ernährung #wanderung,Privatperson,"Wirtschaft, Politik"
1337,Facebook,Wirtschaft,Heute gab es ein Treffen mit faire Löhne.,Publikum mit bunten Lichtern,negativ,#ein #gab,Partei,"Bildung, Politik"
1338,Facebook,Essen,Heute gab es eine Aktion zu Demokratie.,eine Gruppe mit Fahrrädern auf der Straße,positiv,#heute #demokratie,Privatperson,"Sport, Klima"
1339,Facebook,Reisen,Ein Erlebnis in eine Wanderung durch Demokratie.,Schüler in einem Klassenzimmer mit Tablets,positiv,#wanderung #erlebnis,Partei,"Technologie, Bildung"
1340,TikTok,Politik,Endlich wieder einen Vortrag über faire Löhne.,Zelt mit Transparenten im Stadtpark,negativ,#endlich #wieder,Unternehmen,"Technologie, Klima"
1341,Instagram,Reisen,Heute gab es eine Demo für faire Löhne.,Menschen mit Schildern vor dem Rathaus,neutral,#eine #faire,Privatperson,"Essen, Klima"
1342,TikTok,Reisen,Wir brauchen dringend eine Wanderung durch gesunde Ernährung.,Publikum mit bunten Lichtern,positiv,#wir #durch,NGO,"Bildung, Technologie"
1343,Facebook,Politik,So sieht eine Aktion zu gesunde Ernährung.,eine Bühne mit Rednerin im Rampenlicht,positiv,#eine #ernährung,Privatperson,"Klima, Politik"
1344,TikTok,Essen,Viele Menschen demonstrieren für ein Treffen mit mehr Fahrradwege.,eine Bühne mit Rednerin im Rampenlicht,negativ,#mit #treffen,Privatperson,"Bildung, Politik"
1345,Facebook,Reisen,Ein Erlebnis in einen Workshop zu gesunde Ernährung.,eine Gruppe mit Fahrrädern auf der Straße,neutral,#in #gesunde,Unternehmen,"Technologie, Bildung"
1346,Instagram,Wirtschaft,Endlich wieder eine Wanderung durch Demokratie.,Familie auf dem Markt mit Einkaufstaschen,neutral,#wieder #endlich,Partei,"Wirtschaft, Politik"
1347,TikTok,Klima,Viele Menschen demonstrieren für ein Konzert in Jugendpolitik.,Menschen mit Schildern vor dem Rathaus,positiv,#jugendpolitik #menschen,Privatperson,"Klima, Sport"
1348,Instagram,Essen,Viele Menschen demonstrieren für eine Aktion zu mehr Fahrradwege.,Publikum mit bunten Lichtern,negativ,#menschen #für,Partei,"Wirtschaft, Sport"
1349,Instagram,Essen,Ein Erlebnis in einen Vortrag über soziale Gerechtigkeit.,eine Gruppe mit Fahrrädern auf der Straße,negativ,#erlebnis #über,NGO,"Reisen, Essen"
1350,Facebook,Musik,So sieht eine Demo für Demokratie.,Publikum mit bunten Lichtern,positiv,#demo #demokratie,Privatperson,"Essen, Bildung"
1351,Facebook,Essen,So sieht eine Demo für mehr Fahrradwege.,Publikum mit bunten Lichtern,neutral,#für #mehr,Influencer,"Sport, Bildung"
1352,TikTok,Technologie,Ein Erlebnis in einen Vortrag über Demokratie.,Familie auf dem Markt mit Einkaufstaschen,negativ,#ein #in,Influencer,"Musik, Politik"
1353,TikTok,Klima,Heute gab es eine Aktion zu Klimaschutz.,Zelt mit Transparenten im Stadtpark,neutral,#es #heute,Partei,"Klima, Wirtschaft"
1354,Facebook,Wirtschaft,Ich war gestern bei einen Vortrag über Jugendpolitik.,Familie auf dem Markt mit Einkaufstaschen,positiv,#gestern #jugendpolitik,Privatperson,"Sport, Musik"
1355,Instagram,Musik,Viele Menschen demonstrieren für einen Vortrag über Jugendpolitik.,Schüler in einem Klassenzimmer mit Tablets,negativ,#viele #für,Influencer,"Musik, Bildung"
1356,Instagram,Sport,Ein Erlebnis in eine Diskussion zu gesunde Ernährung.,Menschen mit Schildern vor dem Rathaus,positiv,#ein #ernährung,NGO,"Sport, Technologie"
1357,Facebook,Sport,So sieht ein Konzert in mehr Fahrradwege.,Kind mit Buch auf einer Wiese,negativ,#mehr #ein,Privatperson,"Musik, Technologie"
1358,TikTok,Sport,Gemeinsam für eine Diskussion zu Bildung.,Menschen mit Schildern vor dem Rathaus,negativ,#bildung #gemeinsam,Unternehmen,"Musik, Klima"
1359,Instagram,Sport,Gemeinsam für eine Wanderung durch digitale Teilhabe.,Publikum mit bunten Lichtern,positiv,#für #eine,Privatperson,"Politik, Wirtschaft"
1360,Instagram,Musik,Endlich wieder ein Treffen mit Jugendpolitik.,Zelt mit Transparenten im Stadtpark,neutral,#wieder #endlich,Influencer,"Sport, Wirtschaft"
1361,Instagram,Technologie,Viele Menschen demonstrieren für ein Treffen mit digitale Teilhabe.,Kind mit Buch auf einer Wiese,neutral,#viele #digitale,Unternehmen,"Klima, Wirtschaft"
1362,Facebook,Wirtschaft,Ein Erlebnis in ein Konzert in Jugendpolitik.,eine Bühne mit Rednerin im Rampenlicht,negativ,#in #erlebnis,Partei,"Politik, Bildung"
1363,TikTok,Bildung,Heute gab es eine Aktion zu faire Löhne.,Familie auf dem Markt mit Einkaufstaschen,negativ,#heute #löhne,Unternehmen,"Musik, Wirtschaft"
1364,Facebook,Politik,So sieht ein Treffen mit soziale Gerechtigkeit.,Menschen mit Schildern vor dem Rathaus,negativ,#sieht #soziale,Privatperson,"Wirtschaft, Technologie"
1365,Facebook,Klima,Wir brauchen dringend einen Vortrag über mehr Fahrradwege.,Kind mit Buch auf einer Wiese,positiv,#wir #vortrag,NGO,"Politik, Essen"
1366,TikTok,Reisen,Endlich wieder eine Demo für mehr Fahrradwege.,eine Gruppe mit Fahrrädern auf der Straße,negativ,#für #eine,NGO,"Klima, Musik"
1367,TikTok,Technologie,Ein Erlebnis in ein Treffen mit Jugendpolitik.,Familie auf dem Markt mit Einkaufstaschen,neutral,#erlebnis #in,NGO,"Reisen, Musik"
1368,Facebook,Musik,So sieht eine Diskussion zu Jugendpolitik.,Menschen mit Schildern vor dem Rathaus,neutral,#so #zu,NGO,"Wirtschaft, Technologie"
1369,Facebook,Bildung,Ich war gestern bei eine Wanderung durch faire Löhne.,eine Gruppe mit Fahrrädern auf der Straße,positiv,#ich #war,NGO,"Sport, Technologie"
1370,TikTok,Reisen,Viele Menschen demonstrieren für einen Workshop zu faire Löhne.,Publikum mit bunten Lichtern,negativ,#für #menschen,NGO,"Klima, Sport"
1371,TikTok,Technologie,Viele Menschen demonstrieren für einen Vortrag über Demokratie.,eine Bühne mit Rednerin im Rampenlicht,positiv,#menschen #über,Influencer,"Politik, Musik"
1372,Facebook,Essen,Heute gab es einen Vortrag über faire Löhne.,Familie auf dem Markt mit Einkaufstaschen,neutral,#heute #einen,Influencer,"Essen, Reisen"
1373,Instagram,Sport,Endlich wieder eine Demo für Bildung.,Publikum mit bunten Lichtern,negativ,#demo #wieder,Unternehmen,"Bildung, Sport"
1374,Instagram,Reisen,Ich war gestern bei ein Treffen mit gesunde Ernährung.,eine Gruppe mit Fahrrädern auf der Straße,negativ,#mit #gesunde,Privatperson,"Politik, Technologie"
1375,TikTok,Politik,Viele Menschen demonstrieren für eine Aktion zu Jugendpolitik.,eine Bühne mit Rednerin im Rampenlicht,positiv,#jugendpolitik #für,NGO,"Wirtschaft, Klima"
1376,TikTok,Politik,Viele Menschen demonstrieren für eine Demo für soziale Gerechtigkeit.,Familie auf dem Markt mit Einkaufstaschen,negativ,#eine #für,Influencer,"Wirtschaft, Klima"
1377,Facebook,Technologie,Heute gab es ein Treffen mit digitale Teilhabe.,Menschen mit Schildern vor dem Rathaus,neutral,#treffen #mit,Influencer,"Bildung, Reisen"
1378,Instagram,Reisen,Ein Erlebnis in eine Demo für Jugendpolitik.,Zelt mit Transparenten im Stadtpark,positiv,#erlebnis #ein,Unternehmen,"Essen, Musik"
1379,Instagram,Essen,Ein Erlebnis in eine Diskussion zu mehr Fahrradwege.,Schüler in einem Klassenzimmer mit Tablets,neutral,#eine #erlebnis,Privatperson,"Technologie, Musik"
1380,Instagram,Technologie,Endlich wieder eine Aktion zu mehr Fahrradwege.,Familie auf dem Markt mit Einkaufstaschen,positiv,#fahrradwege #wieder,NGO,"Klima, Musik"
1381,TikTok,Politik,Ich war gestern bei eine Wanderung durch Demokratie.,eine Bühne mit Rednerin im Rampenlicht,positiv,#ich #durch,Partei,"Technologie, Politik"
1382,Instagram,Klima,Ich war gestern bei eine Diskussion zu Demokratie.,Publikum mit bunten Lichtern,negativ,#bei #zu,Partei,"Essen, Reisen"
1383,Facebook,Politik,Endlich wieder eine Diskussion zu gesunde Ernährung.,Kind mit Buch auf einer Wiese,negativ,#gesunde #wieder,NGO,"Sport, Technologie"
1384,TikTok,Musik,Wir brauchen dringend eine Aktion zu soziale Gerechtigkeit.,Familie auf dem Markt mit Einkaufstaschen,neutral,#dringend #brauchen,Unternehmen,"Reisen, Wirtschaft"
1385,Instagram,Wirtschaft,Gemeinsam für ein Konzert in mehr Fahrradwege.,Familie auf dem Markt mit Einkaufstaschen,positiv,#fahrradwege #gemeinsam,Unternehmen,"Politik, Klima"
1386,TikTok,Bildung,Endlich wieder eine Aktion zu gesunde Ernährung.,eine Bühne mit Rednerin im Rampenlicht,negativ,#zu #eine,NGO,"Bildung, Essen"
1387,Facebook,Essen,Ich war gestern bei eine Wanderung durch soziale Gerechtigkeit.,Zelt mit Transparenten im Stadtpark,neutral,#gestern #gerechtigkeit,NGO,"Bildung, Klima"
1388,Facebook,Politik,Endlich wieder einen Workshop zu Bildung.,Publikum mit bunten Lichtern,negativ,#bildung #endlich,Privatperson,"Sport, Musik"
1389,Facebook,Politik,Endlich wieder ein Treffen mit kulturelle Vielfalt.,eine Gruppe mit Fahrrädern auf der Straße,neutral,#treffen #vielfalt,Influencer,"Wirtschaft, Sport"
1390,TikTok,Klima,So sieht eine Demo für Bildung.,Menschen mit Schildern vor dem Rathaus,positiv,#demo #so,Privatperson,"Politik, Klima"
1391,Instagram,Politik,Ich war gestern bei einen Vortrag über Bildung.,eine Bühne mit Rednerin im Rampenlicht,positiv,#bei #ich,NGO,"Bildung, Essen"
1392,TikTok,Musik,Wir brauchen dringend ein Treffen mit faire Löhne.,eine Bühne mit Rednerin im Rampenlicht,negativ,#löhne #dringend,NGO,"Bildung, Wirtschaft"
1393,Facebook,Wirtschaft,Endlich wieder ein Treffen mit mehr Fahrradwege.,Schüler in einem Klassenzimmer mit Tablets,positiv,#mit #ein,Unternehmen,"Technologie, Sport"
1394,TikTok,Klima,Gemeinsam für eine Diskussion zu Bildung.,Publikum mit bunten Lichtern,negativ,#zu #eine,Privatperson,"Essen, Bildung"
1395,TikTok,Technologie,Ein Erlebnis in einen Workshop zu digitale Teilhabe.,eine Bühne mit Rednerin im Rampenlicht,positiv,#teilhabe #zu,Influencer,"Sport, Musik"
1396,TikTok,Bildung,Endlich wieder eine Aktion zu Klimaschutz.,Menschen mit Schildern vor dem Rathaus,neutral,#endlich #aktion,Partei,"Technologie, Politik"
1397,Facebook,Musik,So sieht eine Wanderung durch Klimaschutz.,eine Bühne mit Rednerin im Rampenlicht,positiv,#sieht #klimaschutz,Influencer,"Bildung, Wirtschaft"
1398,Facebook,Bildung,So sieht eine Aktion zu gesunde Ernährung.,eine Bühne mit Rednerin im Rampenlicht,neutral,#ernährung #sieht,Unternehmen,"Musik, Politik"
1399,Facebook,Sport,Wir brauchen dringend eine Diskussion zu mehr Fahrradwege.,Menschen mit Schildern vor dem Rathaus,positiv,#diskussion #fahrradwege,NGO,"Wirtschaft, Technologie"
1400,TikTok,Politik,Heute gab es ein Treffen mit faire Löhne.,eine Gruppe mit Fahrrädern auf der Straße,neutral,#treffen #löhne,Privatperson,"Musik, Wirtschaft"
1401,TikTok,Politik,Ein Erlebnis in eine Aktion zu digitale Teilhabe.,Schüler in einem Klassenzimmer mit Tablets,neutral,#erlebnis #ein,Privatperson,"Sport, Bildung"
1402,Facebook,Politik,Wir brauchen dringend eine Wanderung durch Demokratie.,eine Bühne mit Rednerin im Rampenlicht,negativ,#wir #eine,Privatperson,"Essen, Technologie"
1403,TikTok,Sport,Endlich wieder eine Diskussion zu gesunde Ernährung.,eine Gruppe mit Fahrrädern auf der Straße,positiv,#gesunde #zu,Partei,"Essen, Sport"
1404,Facebook,Wirtschaft,Viele Menschen demonstrieren für ein Konzert in soziale Gerechtigkeit.,Zelt mit Transparenten im Stadtpark,negativ,#in #soziale,NGO,"Politik, Bildung"
1405,Instagram,Reisen,Ein Erlebnis in einen Workshop zu Klimaschutz.,Publikum mit bunten Lichtern,positiv,#erlebnis #zu,Unternehmen,"Klima, Musik"
1406,TikTok,Bildung,Viele Menschen demonstrieren für eine Diskussion zu digitale Teilhabe.,Zelt mit Transparenten im Stadtpark,negativ,#zu #menschen,Influencer,"Bildung, Sport"
1407,Facebook,Musik,Endlich wieder eine Wanderung durch Klimaschutz.,Menschen mit Schildern vor dem Rathaus,negativ,#eine #durch,Unternehmen,"Technologie, Bildung"
1408,TikTok,Klima,Ein Erlebnis in einen Vortrag über Bildung.,Schüler in einem Klassenzimmer mit Tablets,neutral,#einen #vortrag,Privatperson,"Musik, Sport"
1409,Instagram,Politik,Heute gab es einen Workshop zu faire Löhne.,Kind mit Buch auf einer Wiese,positiv,#workshop #zu,Privatperson,"Musik, Essen"
1410,TikTok,Essen,Ein Erlebnis in ein Konzert in Jugendpolitik.,eine Gruppe mit Fahrrädern auf der Straße,negativ,#ein #ein,Privatperson,"Reisen, Politik"
1411,Facebook,Bildung,Viele Menschen demonstrieren für einen Workshop zu mehr Fahrradwege.,Schüler in einem Klassenzimmer mit Tablets,neutral,#fahrradwege #workshop,Influencer,"Politik, Technologie"
1412,Instagram,Bildung,Heute gab es ein Treffen mit gesunde Ernährung.,eine Bühne mit Rednerin im Rampenlicht,negativ,#ernährung #es,Unternehmen,"Bildung, Reisen"
1413,Instagram,Klima,Gemeinsam für eine Demo für gesunde Ernährung.,Menschen mit Schildern vor dem Rathaus,neutral,#gesunde #für,Partei,"Politik, Bildung"
1414,Facebook,Reisen,Ein Erlebnis in ein Konzert in Jugendpolitik.,Schüler in einem Klassenzimmer mit Tablets,positiv,#jugendpolitik #erlebnis,Unternehmen,"Reisen, Bildung"
1415,Instagram,Musik,Heute gab es eine Aktion zu faire Löhne.,Familie auf dem Markt mit Einkaufstaschen,negativ,#löhne #zu,NGO,"Essen, Politik"
1416,Facebook,Bildung,Endlich wieder eine Demo für kulturelle Vielfalt.,eine Bühne mit Rednerin im Rampenlicht,neutral,#eine #vielfalt,Unternehmen,"Bildung, Sport"
1417,TikTok,Klima,Wir brauchen dringend eine Aktion zu digitale Teilhabe.,Menschen mit Schildern vor dem Rathaus,neutral,#wir #zu,Influencer,"Wirtschaft, Reisen"
1418,TikTok,Musik,Wir brauchen dringend eine Aktion zu Bildung.,eine Gruppe mit Fahrrädern auf der Straße,positiv,#eine #brauchen,NGO,"Bildung, Sport"
1419,Instagram,Politik,Ein Erlebnis in eine Aktion zu digitale Teilhabe.,Publikum mit bunten Lichtern,neutral,#teilhabe #digitale,Partei,"Bildung, Reisen"
1420,Instagram,Politik,Ich war gestern bei ein Treffen mit digitale Teilhabe.,eine Gruppe mit Fahrrädern auf der Straße,neutral,#gestern #teilhabe,Partei,"Sport, Politik"
1421,Instagram,Bildung,Ein Erlebnis in eine Wanderung durch kulturelle Vielfalt.,Zelt mit Transparenten im Stadtpark,positiv,#ein #kulturelle,NGO,"Politik, Musik"
1422,Facebook,Klima,Viele Menschen demonstrieren für ein Konzert in Demokratie.,Zelt mit Transparenten im Stadtpark,positiv,#demonstrieren #demokratie,Influencer,"Wirtschaft, Klima"
1423,Facebook,Essen,Heute gab es einen Vortrag über digitale Teilhabe.,eine Gruppe mit Fahrrädern auf der Straße,neutral,#es #teilhabe,Influencer,"Essen, Musik"
1424,Instagram,Essen,Gemeinsam für ein Konzert in Klimaschutz.,Schüler in einem Klassenzimmer mit Tablets,negativ,#in #klimaschutz,Influencer,"Technologie, Essen"
1425,Facebook,Reisen,Ein Erlebnis in eine Demo für Bildung.,Familie auf dem Markt mit Einkaufstaschen,positiv,#ein #bildung,Privatperson,"Wirtschaft, Bildung"
1426,Facebook,Sport,So sieht ein Konzert in gesunde Ernährung.,Publikum mit bunten Lichtern,negativ,#konzert #gesunde,Partei,"Musik, Bildung"
1427,Instagram,Reisen,So sieht ein Konzert in Jugendpolitik.,Publikum mit bunten Lichtern,positiv,#jugendpolitik #so,Influencer,"Klima, Sport"
1428,TikTok,Klima,So sieht eine Wanderung durch mehr Fahrradwege.,eine Bühne mit Rednerin im Rampenlicht,positiv,#mehr #so,Partei,"Sport, Essen"
1429,TikTok,Bildung,Heute gab es eine Wanderung durch Jugendpolitik.,eine Gruppe mit Fahrrädern auf der Straße,neutral,#eine #gab,NGO,"Musik, Klima"
1430,Instagram,Musik,Endlich wieder ein Treffen mit gesunde Ernährung.,Familie auf dem Markt mit Einkaufstaschen,neutral,#wieder #ernährung,Privatperson,"Klima, Bildung"
1431,Instagram,Bildung,Ein Erlebnis in eine Wanderung durch Jugendpolitik.,Schüler in einem Klassenzimmer mit Tablets,negativ,#durch #erlebnis,Unternehmen,"Wirtschaft, Musik"
1432,Facebook,Essen,Ein Erlebnis in ein Treffen mit Jugendpolitik.,Familie auf dem Markt mit Einkaufstaschen,neutral,#erlebnis #mit,NGO,"Wirtschaft, Bildung"
1433,Instagram,Politik,Heute gab es ein Treffen mit Bildung.,Zelt mit Transparenten im Stadtpark,neutral,#ein #bildung,Influencer,"Essen, Politik"
1434,Instagram,Sport,Ich war gestern bei eine Demo für mehr Fahrradwege.,eine Bühne mit Rednerin im Rampenlicht,neutral,#gestern #eine,Unternehmen,"Bildung, Sport"
