beitrag_id,plattform,kategorie,beitragstext,bildbeschreibung,sentiment,hashtags,autor_typ,verlinkte_themen
1257,TikTok,Musik,Endlich wieder ein Konzert in gesunde Ernährung.,Menschen mit Schildern vor dem Rathaus,positiv,#musikliebe #jamsession #konzert,Partei,"Musik, Klima"
1258,Instagram,Bildung,Heute gab es eine Aktion zu mehr Fahrradwege.,Menschen mit Schildern vor dem Rathaus,negativ,#wissen #uni #bildungfüralle #lernen,NGO,"Musik, Sport"
1259,TikTok,Essen,Wir brauchen dringend eine Wanderung durch faire Löhne.,Kind mit Buch auf einer Wiese,neutral,#fitness #ki #digitalisierung,Unternehmen,"Technologie, Essen"
1260,Facebook,Technologie,Wir brauchen dringend ein Konzert in gesunde Ernährung.,Kind mit Buch auf einer Wiese,positiv,#robotik #innovation,Influencer,"Musik, Wirtschaft"
1261,Instagram,Technologie,Heute gab es eine Diskussion zu digitale Teilhabe.,eine Bühne mit Rednerin im Rampenlicht,positiv,#ki #innovation #digitalisierung,Unternehmen,"Essen, Technologie"
1262,Instagram,Wirtschaft,Ein Erlebnis in eine Wanderung durch mehr Fahrradwege.,eine Gruppe mit Fahrrädern auf der Straße,positiv,#uni #skaten #bildungfüralle,Partei,"Wirtschaft, Reisen"
1263,Facebook,Essen,So sieht eine Demo für Klimaschutz.,Kind mit Buch auf einer Wiese,positiv,#roadtrip #schule #demokratie,NGO,"Reisen, Politik"
1264,TikTok,Musik,Heute gab es eine Diskussion zu mehr Fahrradwege.,eine Gruppe mit Fahrrädern auf der Straße,positiv,#chor #musikliebe,Unternehmen,"Bildung, Sport"
1265,Instagram,Bildung,Heute gab es eine Aktion zu Demokratie.,Kind mit Buch auf einer Wiese,neutral,#lernen #vortrag #uni #bildungfüralle,Unternehmen,"Wirtschaft, Sport"
1266,TikTok,Technologie,Viele Menschen demonstrieren für eine Wanderung durch Demokratie.,Familie auf dem Markt mit Einkaufstaschen,neutral,#startups #blockchain,Unternehmen,"Politik, Klima"
1267,Facebook,Musik,Endlich wieder eine Diskussion zu kulturelle Vielfalt.,Kind mit Buch auf einer Wiese,neutral,#vinyl #konzert #beats,NGO,"Technologie, Reisen"
1268,Instagram,Musik,Ein Erlebnis in eine Diskussion zu Klimaschutz.,eine Gruppe mit Fahrrädern auf der Straße,positiv,#beats #musikliebe,Influencer,"Politik, Bildung"
1269,TikTok,Sport,Ein Erlebnis in einen Vortrag über kulturelle Vielfalt.,eine Bühne mit Rednerin im Rampenlicht,neutral,#radfahren #basketball #fussball #fitness,Privatperson,"Musik, Essen"
1270,Instagram,Essen,Ich war gestern bei eine Wanderung durch gesunde Ernährung.,Familie auf dem Markt mit Einkaufstaschen,positiv,#robotik #wahlen #meinemeinung,Unternehmen,"Klima, Bildung"
1271,Facebook,Reisen,So sieht eine Diskussion zu digitale Teilhabe.,Familie auf dem Markt mit Einkaufstaschen,positiv,#bergliebe #abenteuer #wanderlust,NGO,"Sport, Essen"
1272,TikTok,Wirtschaft,Ein Erlebnis in eine Diskussion zu faire Löhne.,eine Gruppe mit Fahrrädern auf der Straße,neutral,#meerliebe #citytrip #musikliebe,Influencer,"Technologie, Reisen"
1273,Facebook,Politik,So sieht eine Wanderung durch mehr Fahrradwege.,Schüler in einem Klassenzimmer mit Tablets,positiv,#gerechtigkeit #wahlen,NGO,"Bildung, Musik"
1274,TikTok,Klima,Endlich wieder ein Konzert in Demokratie.,Menschen mit Schildern vor dem Rathaus,neutral,#schule #vinyl #robotik,Influencer,"Sport, Politik"
1275,TikTok,Klima,Endlich wieder eine Wanderung durch Demokratie.,Publikum mit bunten Lichtern,negativ,#meerliebe #wanderlust #chor,Unternehmen,"Reisen, Sport"
1276,Instagram,Reisen,Ein Erlebnis in eine Demo für mehr Fahrradwege.,Schüler in einem Klassenzimmer mit Tablets,negativ,#wanderlust #abenteuer #bergliebe,Partei,"Essen, Musik"
1277,Facebook,Klima,Heute gab es ein Konzert in Demokratie.,Familie auf dem Markt mit Einkaufstaschen,neutral,#robotik #blockchain #gerechtigkeit,NGO,"Essen, Technologie"
1278,Facebook,Essen,Ich war gestern bei einen Vortrag über faire Löhne.,Kind mit Buch auf einer Wiese,positiv,#konzert #gerechtigkeit #radfahren,Unternehmen,"Politik, Sport"
1279,TikTok,Musik,So sieht einen Vortrag über gesunde Ernährung.,Familie auf dem Markt mit Einkaufstaschen,neutral,#vinyl #bandlife,Unternehmen,"Musik, Reisen"
1280,Instagram,Bildung,Heute gab es einen Workshop zu soziale Gerechtigkeit.,eine Bühne mit Rednerin im Rampenlicht,neutral,#schule #lernen,NGO,"Bildung, Musik"
1281,TikTok,Bildung,So sieht eine Diskussion zu Klimaschutz.,Zelt mit Transparenten im Stadtpark,positiv,#lernen #wissen,Influencer,"Reisen, Essen"
1282,TikTok,Reisen,Heute gab es eine Diskussion zu Bildung.,Schüler in einem Klassenzimmer mit Tablets,negativ,#citytrip #meerliebe,Privatperson,"Reisen, Politik"
1283,Instagram,Musik,Ein Erlebnis in eine Aktion zu Klimaschutz.,Menschen mit Schildern vor dem Rathaus,positiv,#musikliebe #bandlife,Unternehmen,"Musik, Technologie"
1284,Facebook,Bildung,Ein Erlebnis in eine Aktion zu Bildung.,eine Bühne mit Rednerin im Rampenlicht,neutral,#wissen #lernen #schule #vortrag,Privatperson,"Musik, Essen"
1285,Instagram,Essen,Ein Erlebnis in eine Diskussion zu Bildung.,Zelt mit Transparenten im Stadtpark,neutral,#fitness #innovation #engagement,Unternehmen,"Sport, Technologie"
1286,Instagram,Bildung,Ich war gestern bei einen Workshop zu digitale Teilhabe.,Zelt mit Transparenten im Stadtpark,positiv,#vortrag #schule #wissen #uni,Influencer,"Wirtschaft, Sport"
1287,Facebook,Reisen,Gemeinsam für einen Workshop zu kulturelle Vielfalt.,Publikum mit bunten Lichtern,positiv,#wanderlust #abenteuer #citytrip,NGO,"Technologie, Wirtschaft"
1288,TikTok,Reisen,So sieht eine Aktion zu Jugendpolitik.,eine Gruppe mit Fahrrädern auf der Straße,neutral,#citytrip #roadtrip #meerliebe #bergliebe,Influencer,"Wirtschaft, Technologie"
1289,Facebook,Wirtschaft,Heute gab es einen Workshop zu soziale Gerechtigkeit.,Schüler in einem Klassenzimmer mit Tablets,positiv,#bandlife #bildungfüralle #meinemeinung,Privatperson,"Bildung, Reisen"
1290,Instagram,Bildung,Viele Menschen demonstrieren für eine Wanderung durch digitale Teilhabe.,Familie auf dem Markt mit Einkaufstaschen,negativ,#bildungfüralle #vortrag #wissen,Influencer,"Technologie, Wirtschaft"
1291,Facebook,Technologie,Gemeinsam für einen Vortrag über gesunde Ernährung.,Menschen mit Schildern vor dem Rathaus,neutral,#startups #blockchain #digitalisierung,Influencer,"Politik, Bildung"
1292,TikTok,Technologie,Gemeinsam für ein Treffen mit Demokratie.,Schüler in einem Klassenzimmer mit Tablets,positiv,#ki #innovation #startups #digitalisierung,NGO,"Essen, Sport"
1293,Instagram,Politik,Ein Erlebnis in eine Demo für Bildung.,Familie auf dem Markt mit Einkaufstaschen,negativ,#meinemeinung #gerechtigkeit #klimapolitik #wahlen,Unternehmen,"Technologie, Bildung"
1294,Instagram,Sport,Heute gab es ein Konzert in kulturelle Vielfalt.,Schüler in einem Klassenzimmer mit Tablets,positiv,#fussball #marathon #radfahren,NGO,"Politik, Reisen"
1295,TikTok,Politik,Endlich wieder eine Wanderung durch Bildung.,Schüler in einem Klassenzimmer mit Tablets,positiv,#gerechtigkeit #klimapolitik #meinemeinung,Unternehmen,"Politik, Klima"
1296,Instagram,Technologie,Heute gab es eine Wanderung durch kulturelle Vielfalt.,eine Bühne mit Rednerin im Rampenlicht,neutral,#startups #blockchain,Unternehmen,"Klima, Essen"
1297,Instagram,Politik,Endlich wieder eine Aktion zu soziale Gerechtigkeit.,eine Bühne mit Rednerin im Rampenlicht,negativ,#engagement #demokratie,Influencer,"Politik, Essen"
1298,Facebook,Musik,Viele Menschen demonstrieren für eine Aktion zu gesunde Ernährung.,Zelt mit Transparenten im Stadtpark,positiv,#vinyl #beats,Unternehmen,"Essen, Wirtschaft"
1299,Instagram,Musik,Ich war gestern bei eine Aktion zu Klimaschutz.,Publikum mit bunten Lichtern,positiv,#musikliebe #vinyl,Influencer,"Bildung, Reisen"
1300,Facebook,Politik,Viele Menschen demonstrieren für ein Treffen mit Bildung.,eine Gruppe mit Fahrrädern auf der Straße,positiv,#engagement #wahlen #meinemeinung #gerechtigkeit,Partei,"Technologie, Wirtschaft"
1301,Instagram,Bildung,Ich war gestern bei einen Workshop zu soziale Gerechtigkeit.,Publikum mit bunten Lichtern,neutral,#lernen #bildungfüralle,Partei,"Sport, Technologie"
1302,Facebook,Politik,Endlich wieder ein Treffen mit mehr Fahrradwege.,eine Bühne mit Rednerin im Rampenlicht,neutral,#klimapolitik #gerechtigkeit #wahlen,Privatperson,"Reisen, Technologie"
1303,Instagram,Sport,Wir brauchen dringend eine Demo für faire Löhne.,Schüler in einem Klassenzimmer mit Tablets,positiv,#skaten #fussball #basketball,Privatperson,"Reisen, Sport"
1304,Instagram,Musik,Endlich wieder eine Diskussion zu Bildung.,Schüler in einem Klassenzimmer mit Tablets,positiv,#beats #bandlife,Partei,"Politik, Essen"
1305,Instagram,Wirtschaft,Heute gab es eine Aktion zu kulturelle Vielfalt.,Zelt mit Transparenten im Stadtpark,positiv,#jamsession #marathon #meerliebe,Partei,"Sport, Bildung"
1306,TikTok,Wirtschaft,Ich war gestern bei eine Aktion zu digitale Teilhabe.,Zelt mit Transparenten im Stadtpark,negativ,#uni #fussball #robotik,Partei,"Musik, Wirtschaft"
1307,Facebook,Reisen,Ich war gestern bei einen Vortrag über faire Löhne.,Menschen mit Schildern vor dem Rathaus,positiv,#bergliebe #meerliebe #citytrip #roadtrip,Partei,"Technologie, Essen"
1308,TikTok,Musik,Ein Erlebnis in eine Demo für Klimaschutz.,Kind mit Buch auf einer Wiese,negativ,#chor #vinyl,Influencer,"Essen, Musik"
1309,Instagram,Reisen,Wir brauchen dringend ein Treffen mit digitale Teilhabe.,Zelt mit Transparenten im Stadtpark,negativ,#bergliebe #meerliebe,Partei,"Politik, Reisen"
1310,Instagram,Bildung,Heute gab es eine Demo für gesunde Ernährung.,Familie auf dem Markt mit Einkaufstaschen,neutral,#lernen #uni,Partei,"Klima, Essen"
1311,Facebook,Essen,So sieht eine Diskussion zu soziale Gerechtigkeit.,Familie auf dem Markt mit Einkaufstaschen,negativ,#meinemeinung #demokratie #fussball,Unternehmen,"Technologie, Politik"
1312,Instagram,Technologie,Viele Menschen demonstrieren für eine Demo für Klimaschutz.,Kind mit Buch auf einer Wiese,negativ,#ki #digitalisierung #innovation #blockchain,Unternehmen,"Reisen, Wirtschaft"
1313,Instagram,Essen,Ich war gestern bei ein Treffen mit gesunde Ernährung.,Publikum mit bunten Lichtern,negativ,#fussball #digitalisierung #schule,Partei,"Essen, Reisen"
1314,Instagram,Klima,Viele Menschen demonstrieren für einen Workshop zu kulturelle Vielfalt.,Schüler in einem Klassenzimmer mit Tablets,negativ,#meinemeinung #digitalisierung #citytrip,Unternehmen,"Musik, Politik"
1315,TikTok,Bildung,Ich war gestern bei eine Diskussion zu kulturelle Vielfalt.,Publikum mit bunten Lichtern,negativ,#vortrag #wissen,Influencer,"Klima, Essen"
1316,Facebook,Klima,Ich war gestern bei ein Konzert in Bildung.,eine Gruppe mit Fahrrädern auf der Straße,neutral,#schule #lernen #wissen,Partei,"Technologie, Musik"
1317,Instagram,Politik,Wir brauchen dringend ein Treffen mit Jugendpolitik.,Zelt mit Transparenten im Stadtpark,negativ,#engagement #wahlen,NGO,"Essen, Musik"
1318,TikTok,Bildung,Ich war gestern bei eine Diskussion zu kulturelle Vielfalt.,Zelt mit Transparenten im Stadtpark,negativ,#schule #lernen,Influencer,"Klima, Technologie"
1319,Instagram,Musik,Ein Erlebnis in eine Demo für Demokratie.,Familie auf dem Markt mit Einkaufstaschen,negativ,#bandlife #jamsession #chor,Influencer,"Klima, Musik"
1320,Facebook,Wirtschaft,Heute gab es ein Konzert in kulturelle Vielfalt.,eine Gruppe mit Fahrrädern auf der Straße,negativ,#gerechtigkeit #uni #roadtrip,Unternehmen,"Musik, Politik"
1321,TikTok,Musik,Ein Erlebnis in eine Demo für kulturelle Vielfalt.,Zelt mit Transparenten im Stadtpark,negativ,#konzert #jamsession #musikliebe #bandlife,NGO,"Wirtschaft, Klima"
1322,TikTok,Reisen,Ein Erlebnis in ein Treffen mit Jugendpolitik.,eine Bühne mit Rednerin im Rampenlicht,positiv,#roadtrip #wanderlust #bergliebe #citytrip,NGO,"Bildung, Musik"
1323,Instagram,Wirtschaft,Ein Erlebnis in eine Wanderung durch faire Löhne.,Publikum mit bunten Lichtern,neutral,#meinemeinung #beats #jamsession,Unternehmen,"Essen, Bildung"
1324,Instagram,Essen,Gemeinsam für einen Vortrag über Demokratie.,Menschen mit Schildern vor dem Rathaus,positiv,#jamsession #uni #radfahren,NGO,"Politik, Essen"
1325,TikTok,Reisen,Gemeinsam für eine Diskussion zu mehr Fahrradwege.,Zelt mit Transparenten im Stadtpark,negativ,#wanderlust #meerliebe #roadtrip,NGO,"Bildung, Wirtschaft"
1326,TikTok,Sport,Endlich wieder ein Konzert in Bildung.,Zelt mit Transparenten im Stadtpark,positiv,#klettern #fitness,Unternehmen,"Reisen, Technologie"
1327,Facebook,Technologie,Heute gab es eine Wanderung durch Bildung.,Kind mit Buch auf einer Wiese,negativ,#robotik #digitalisierung #ki,Privatperson,"Musik, Bildung"
1328,TikTok,Klima,Endlich wieder einen Workshop zu gesunde Ernährung.,Publikum mit bunten Lichtern,positiv,#basketball #wanderlust #fussball,Influencer,"Reisen, Musik"
1329,TikTok,Wirtschaft,Viele Menschen demonstrieren für ein Treffen mit Demokratie.,Familie auf dem Markt mit Einkaufstaschen,neutral,#meerliebe #vortrag #fussball,Influencer,"Musik, Politik"
1330,TikTok,Sport,Endlich wieder eine Aktion zu gesunde Ernährung.,Schüler in einem Klassenzimmer mit Tablets,negativ,#fitness #skaten #radfahren #fussball,NGO,"Politik, Wirtschaft"
1331,Instagram,Technologie,Ich war gestern bei eine Aktion zu faire Löhne.,Kind mit Buch auf einer Wiese,positiv,#robotik #digitalisierung #blockchain #innovation,Influencer,"Wirtschaft, Technologie"
1332,TikTok,Klima,Ich war gestern bei ein Treffen mit faire Löhne.,eine Bühne mit Rednerin im Rampenlicht,negativ,#vinyl #chor #basketball,Privatperson,"Technologie, Reisen"
1333,TikTok,Bildung,Ich war gestern bei eine Demo für faire Löhne.,Menschen mit Schildern vor dem Rathaus,neutral,#lernen #schule #wissen #vortrag,Partei,"Klima, Bildung"
1334,TikTok,Bildung,Ich war gestern bei eine Wanderung durch Klimaschutz.,eine Gruppe mit Fahrrädern auf der Straße,neutral,#bildungfüralle #lernen #uni #wissen,Unternehmen,"Reisen, Essen"
1335,Facebook,Technologie,Gemeinsam für ein Konzert in faire Löhne.,Kind mit Buch auf einer Wiese,negativ,#robotik #innovation,Partei,"Bildung, Technologie"
1336,Facebook,Wirtschaft,Endlich wieder eine Wanderung durch gesunde Ernährung.,eine Bühne mit Rednerin im Rampenlicht,negativ,#vortrag #digitalisierung #klettern,Privatperson,"Wirtschaft, Politik"
1337,Facebook,Wirtschaft,Heute gab es ein Treffen mit faire Löhne.,Publikum mit bunten Lichtern,negativ,#engagement #gerechtigkeit #fussball,Partei,"Bildung, Politik"
1338,Facebook,Essen,Heute gab es eine Aktion zu Demokratie.,eine Gruppe mit Fahrrädern auf der Straße,positiv,#uni #fussball #skaten,Privatperson,"Sport, Klima"
1339,Facebook,Reisen,Ein Erlebnis in eine Wanderung durch Demokratie.,Schüler in einem Klassenzimmer mit Tablets,positiv,#meerliebe #wanderlust,Partei,"Technologie, Bildung"
1340,TikTok,Politik,Endlich wieder einen Vortrag über faire Löhne.,Zelt mit Transparenten im Stadtpark,negativ,#demokratie #gerechtigkeit #meinemeinung #wahlen,Unternehmen,"Technologie, Klima"
1341,Instagram,Reisen,Heute gab es eine Demo für faire Löhne.,Menschen mit Schildern vor dem Rathaus,neutral,#citytrip #meerliebe,Privatperson,"Essen, Klima"
1342,TikTok,Reisen,Wir brauchen dringend eine Wanderung durch gesunde Ernährung.,Publikum mit bunten Lichtern,positiv,#wanderlust #citytrip #roadtrip #abenteuer,NGO,"Bildung, Technologie"
1343,Facebook,Politik,So sieht eine Aktion zu gesunde Ernährung.,eine Bühne mit Rednerin im Rampenlicht,positiv,#wahlen #demokratie #klimapolitik #meinemeinung,Privatperson,"Klima, Politik"
1344,TikTok,Essen,Viele Menschen demonstrieren für ein Treffen mit mehr Fahrradwege.,eine Bühne mit Rednerin im Rampenlicht,negativ,#meinemeinung #jamsession #basketball,Privatperson,"Bildung, Politik"
1345,Facebook,Reisen,Ein Erlebnis in einen Workshop zu gesunde Ernährung.,eine Gruppe mit Fahrrädern auf der Straße,neutral,#roadtrip #citytrip #wanderlust #abenteuer,Unternehmen,"Technologie, Bildung"
1346,Instagram,Wirtschaft,Endlich wieder eine Wanderung durch Demokratie.,Familie auf dem Markt mit Einkaufstaschen,neutral,#vortrag #meerliebe #fussball,Partei,"Wirtschaft, Politik"
1347,TikTok,Klima,Viele Menschen demonstrieren für ein Konzert in Jugendpolitik.,Menschen mit Schildern vor dem Rathaus,positiv,#bildungfüralle #vinyl #lernen,Privatperson,"Klima, Sport"
1348,Instagram,Essen,Viele Menschen demonstrieren für eine Aktion zu mehr Fahrradwege.,Publikum mit bunten Lichtern,negativ,#wissen #basketball #wahlen,Partei,"Wirtschaft, Sport"
1349,Instagram,Essen,Ein Erlebnis in einen Vortrag über soziale Gerechtigkeit.,eine Gruppe mit Fahrrädern auf der Straße,negativ,#basketball #marathon #skaten,NGO,"Reisen, Essen"
1350,Facebook,Musik,So sieht eine Demo für Demokratie.,Publikum mit bunten Lichtern,positiv,#musikliebe #bandlife,Privatperson,"Essen, Bildung"
1351,Facebook,Essen,So sieht eine Demo für mehr Fahrradwege.,Publikum mit bunten Lichtern,neutral,#meerliebe #abenteuer #radfahren,Influencer,"Sport, Bildung"
1352,TikTok,Technologie,Ein Erlebnis in einen Vortrag über Demokratie.,Familie auf dem Markt mit Einkaufstaschen,negativ,#blockchain #digitalisierung #ki,Influencer,"Musik, Politik"
1353,TikTok,Klima,Heute gab es eine Aktion zu Klimaschutz.,Zelt mit Transparenten im Stadtpark,neutral,#wissen #klimapolitik #abenteuer,Partei,"Klima, Wirtschaft"
1354,Facebook,Wirtschaft,Ich war gestern bei einen Vortrag über Jugendpolitik.,Familie auf dem Markt mit Einkaufstaschen,positiv,#bildungfüralle #wahlen #skaten,Privatperson,"Sport, Musik"
1355,Instagram,Musik,Viele Menschen demonstrieren für einen Vortrag über Jugendpolitik.,Schüler in einem Klassenzimmer mit Tablets,negativ,#jamsession #vinyl,Influencer,"Musik, Bildung"
1356,Instagram,Sport,Ein Erlebnis in eine Diskussion zu gesunde Ernährung.,Menschen mit Schildern vor dem Rathaus,positiv,#fitness #basketball #radfahren #fussball,NGO,"Sport, Technologie"
1357,Facebook,Sport,So sieht ein Konzert in mehr Fahrradwege.,Kind mit Buch auf einer Wiese,negativ,#fussball #basketball #fitness,Privatperson,"Musik, Technologie"
1358,TikTok,Sport,Gemeinsam für eine Diskussion zu Bildung.,Menschen mit Schildern vor dem Rathaus,negativ,#basketball #marathon #fussball #skaten,Unternehmen,"Musik, Klima"
1359,Instagram,Sport,Gemeinsam für eine Wanderung durch digitale Teilhabe.,Publikum mit bunten Lichtern,positiv,#klettern #fitness #skaten,Privatperson,"Politik, Wirtschaft"
1360,Instagram,Musik,Endlich wieder ein Treffen mit Jugendpolitik.,Zelt mit Transparenten im Stadtpark,neutral,#konzert #beats,Influencer,"Sport, Wirtschaft"
1361,Instagram,Technologie,Viele Menschen demonstrieren für ein Treffen mit digitale Teilhabe.,Kind mit Buch auf einer Wiese,neutral,#digitalisierung #blockchain #ki #robotik,Unternehmen,"Klima, Wirtschaft"
1362,Facebook,Wirtschaft,Ein Erlebnis in ein Konzert in Jugendpolitik.,eine Bühne mit Rednerin im Rampenlicht,negativ,#skaten #meerliebe #blockchain,Partei,"Politik, Bildung"
1363,TikTok,Bildung,Heute gab es eine Aktion zu faire Löhne.,Familie auf dem Markt mit Einkaufstaschen,negativ,#uni #vortrag,Unternehmen,"Musik, Wirtschaft"
1364,Facebook,Politik,So sieht ein Treffen mit soziale Gerechtigkeit.,Menschen mit Schildern vor dem Rathaus,negativ,#wahlen #engagement #gerechtigkeit #demokratie,Privatperson,"Wirtschaft, Technologie"
1365,Facebook,Klima,Wir brauchen dringend einen Vortrag über mehr Fahrradwege.,Kind mit Buch auf einer Wiese,positiv,#startups #konzert #beats,NGO,"Politik, Essen"
1366,TikTok,Reisen,Endlich wieder eine Demo für mehr Fahrradwege.,eine Gruppe mit Fahrrädern auf der Straße,negativ,#roadtrip #abenteuer #wanderlust,NGO,"Klima, Musik"
1367,TikTok,Technologie,Ein Erlebnis in ein Treffen mit Jugendpolitik.,Familie auf dem Markt mit Einkaufstaschen,neutral,#robotik #innovation #blockchain,NGO,"Reisen, Musik"
1368,Facebook,Musik,So sieht eine Diskussion zu Jugendpolitik.,Menschen mit Schildern vor dem Rathaus,neutral,#chor #vinyl,NGO,"Wirtschaft, Technologie"
1369,Facebook,Bildung,Ich war gestern bei eine Wanderung durch faire Löhne.,eine Gruppe mit Fahrrädern auf der Straße,positiv,#lernen #uni #vortrag,NGO,"Sport, Technologie"
1370,TikTok,Reisen,Viele Menschen demonstrieren für einen Workshop zu faire Löhne.,Publikum mit bunten Lichtern,negativ,#wanderlust #roadtrip #bergliebe #citytrip,NGO,"Klima, Sport"
1371,TikTok,Technologie,Viele Menschen demonstrieren für einen Vortrag über Demokratie.,eine Bühne mit Rednerin im Rampenlicht,positiv,#startups #ki,Influencer,"Politik, Musik"
1372,Facebook,Essen,Heute gab es einen Vortrag über faire Löhne.,Familie auf dem Markt mit Einkaufstaschen,neutral,#bergliebe #blockchain #marathon,Influencer,"Essen, Reisen"
1373,Instagram,Sport,Endlich wieder eine Demo für Bildung.,Publikum mit bunten Lichtern,negativ,#basketball #radfahren #marathon #skaten,Unternehmen,"Bildung, Sport"
1374,Instagram,Reisen,Ich war gestern bei ein Treffen mit gesunde Ernährung.,eine Gruppe mit Fahrrädern auf der Straße,negativ,#meerliebe #citytrip #wanderlust,Privatperson,"Politik, Technologie"
1375,TikTok,Politik,Viele Menschen demonstrieren für eine Aktion zu Jugendpolitik.,eine Bühne mit Rednerin im Rampenlicht,positiv,#klimapolitik #gerechtigkeit #demokratie #engagement,NGO,"Wirtschaft, Klima"
1376,TikTok,Politik,Viele Menschen demonstrieren für eine Demo für soziale Gerechtigkeit.,Familie auf dem Markt mit Einkaufstaschen,negativ,#engagement #demokratie #klimapolitik,Influencer,"Wirtschaft, Klima"
1377,Facebook,Technologie,Heute gab es ein Treffen mit digitale Teilhabe.,Menschen mit Schildern vor dem Rathaus,neutral,#robotik #innovation,Influencer,"Bildung, Reisen"
1378,Instagram,Reisen,Ein Erlebnis in eine Demo für Jugendpolitik.,Zelt mit Transparenten im Stadtpark,positiv,#roadtrip #bergliebe,Unternehmen,"Essen, Musik"
1379,Instagram,Essen,Ein Erlebnis in eine Diskussion zu mehr Fahrradwege.,Schüler in einem Klassenzimmer mit Tablets,neutral,#radfahren #skaten #citytrip,Privatperson,"Technologie, Musik"
1380,Instagram,Technologie,Endlich wieder eine Aktion zu mehr Fahrradwege.,Familie auf dem Markt mit Einkaufstaschen,positiv,#robotik #digitalisierung #ki,NGO,"Klima, Musik"
1381,TikTok,Politik,Ich war gestern bei eine Wanderung durch Demokratie.,eine Bühne mit Rednerin im Rampenlicht,positiv,#meinemeinung #klimapolitik,Partei,"Technologie, Politik"
1382,Instagram,Klima,Ich war gestern bei eine Diskussion zu Demokratie.,Publikum mit bunten Lichtern,negativ,#robotik #meinemeinung #wanderlust,Partei,"Essen, Reisen"
1383,Facebook,Politik,Endlich wieder eine Diskussion zu gesunde Ernährung.,Kind mit Buch auf einer Wiese,negativ,#klimapolitik #meinemeinung,NGO,"Sport, Technologie"
1384,TikTok,Musik,Wir brauchen dringend eine Aktion zu soziale Gerechtigkeit.,Familie auf dem Markt mit Einkaufstaschen,neutral,#vinyl #musikliebe #jamsession #beats,Unternehmen,"Reisen, Wirtschaft"
1385,Instagram,Wirtschaft,Gemeinsam für ein Konzert in mehr Fahrradwege.,Familie auf dem Markt mit Einkaufstaschen,positiv,#fussball #engagement #uni,Unternehmen,"Politik, Klima"
1386,TikTok,Bildung,Endlich wieder eine Aktion zu gesunde Ernährung.,eine Bühne mit Rednerin im Rampenlicht,negativ,#lernen #uni #wissen,NGO,"Bildung, Essen"
1387,Facebook,Essen,Ich war gestern bei eine Wanderung durch soziale Gerechtigkeit.,Zelt mit Transparenten im Stadtpark,neutral,#uni #wahlen #digitalisierung,NGO,"Bildung, Klima"
1388,Facebook,Politik,Endlich wieder einen Workshop zu Bildung.,Publikum mit bunten Lichtern,negativ,#meinemeinung #wahlen #gerechtigkeit,Privatperson,"Sport, Musik"
1389,Facebook,Politik,Endlich wieder ein Treffen mit kulturelle Vielfalt.,eine Gruppe mit Fahrrädern auf der Straße,neutral,#engagement #gerechtigkeit,Influencer,"Wirtschaft, Sport"
1390,TikTok,Klima,So sieht eine Demo für Bildung.,Menschen mit Schildern vor dem Rathaus,positiv,#engagement #citytrip #fussball,Privatperson,"Politik, Klima"
1391,Instagram,Politik,Ich war gestern bei einen Vortrag über Bildung.,eine Bühne mit Rednerin im Rampenlicht,positiv,#meinemeinung #demokratie #wahlen #gerechtigkeit,NGO,"Bildung, Essen"
1392,TikTok,Musik,Wir brauchen dringend ein Treffen mit faire Löhne.,eine Bühne mit Rednerin im Rampenlicht,negativ,#vinyl #bandlife #konzert,NGO,"Bildung, Wirtschaft"
1393,Facebook,Wirtschaft,Endlich wieder ein Treffen mit mehr Fahrradwege.,Schüler in einem Klassenzimmer mit Tablets,positiv,#vortrag #demokratie #bildungfüralle,Unternehmen,"Technologie, Sport"
1394,TikTok,Klima,Gemeinsam für eine Diskussion zu Bildung.,Publikum mit bunten Lichtern,negativ,#citytrip #chor #marathon,Privatperson,"Essen, Bildung"
1395,TikTok,Technologie,Ein Erlebnis in einen Workshop zu digitale Teilhabe.,eine Bühne mit Rednerin im Rampenlicht,positiv,#blockchain #innovation,Influencer,"Sport, Musik"
1396,TikTok,Bildung,Endlich wieder eine Aktion zu Klimaschutz.,Menschen mit Schildern vor dem Rathaus,neutral,#wissen #schule,Partei,"Technologie, Politik"
1397,Facebook,Musik,So sieht eine Wanderung durch Klimaschutz.,eine Bühne mit Rednerin im Rampenlicht,positiv,#chor #bandlife,Influencer,"Bildung, Wirtschaft"
1398,Facebook,Bildung,So sieht eine Aktion zu gesunde Ernährung.,eine Bühne mit Rednerin im Rampenlicht,neutral,#lernen #wissen #uni,Unternehmen,"Musik, Politik"
1399,Facebook,Sport,Wir brauchen dringend eine Diskussion zu mehr Fahrradwege.,Menschen mit Schildern vor dem Rathaus,positiv,#marathon #skaten #fussball,NGO,"Wirtschaft, Technologie"
1400,TikTok,Politik,Heute gab es ein Treffen mit faire Löhne.,eine Gruppe mit Fahrrädern auf der Straße,neutral,#gerechtigkeit #engagement #demokratie,Privatperson,"Musik, Wirtschaft"
1401,TikTok,Politik,Ein Erlebnis in eine Aktion zu digitale Teilhabe.,Schüler in einem Klassenzimmer mit Tablets,neutral,#meinemeinung #wahlen,Privatperson,"Sport, Bildung"
